# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:47
# parameter: seed = 1896637
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      39.100,     2,Finish(1),before,   1,   0,   0,   1,   0
      39.100,     2,Finish(1), after,   2,   0,   0,   0,   1
      46.303,     1,  Arrival,before,   1,   0,   0,   0,   1
      46.303,     1,  Arrival, after,   3,   0,   0,   1,   1
      47.514,     5,Finish(1),before,   2,   0,   0,   1,   1
      47.514,     5,Finish(1), after,   2,   0,   1,   0,   1
      55.285,     3,Finish(2),before,   1,   0,   1,   0,   1
      55.285,     3,Finish(2), after,   2,   0,   0,   0,   1
      75.176,     6,Finish(2),before,   1,   0,   0,   0,   1
      75.176,     6,Finish(2), after,   1,   0,   0,   0,   0
      89.100,     4,  Arrival,before,   0,   0,   0,   0,   0
      89.100,     4,  Arrival, after,   2,   0,   0,   1,   0
      96.488,     8,Finish(1),before,   1,   0,   0,   1,   0
      96.488,     8,Finish(1), after,   2,   0,   0,   0,   1
     106.156,     7,  Arrival,before,   1,   0,   0,   0,   1
     106.156,     7,  Arrival, after,   3,   0,   0,   1,   1
     110.346,     9,Finish(2),before,   2,   0,   0,   1,   1
     110.346,     9,Finish(2), after,   2,   0,   0,   1,   0
     119.769,    10,  Arrival,before,   1,   0,   0,   1,   0
     119.769,    10,  Arrival, after,   2,   1,   0,   1,   0
     125.956,    11,Finish(1),before,   1,   1,   0,   1,   0
     125.956,    11,Finish(1), after,   3,   0,   0,   1,   1
     126.927,    13,Finish(1),before,   2,   0,   0,   1,   1
     126.927,    13,Finish(1), after,   2,   0,   1,   0,   1
     137.301,    12,  Arrival,before,   1,   0,   1,   0,   1
     137.301,    12,  Arrival, after,   3,   0,   1,   1,   1
     138.482,    16,Finish(1),before,   2,   0,   1,   1,   1
     138.482,    16,Finish(1), after,   2,   0,   2,   0,   1
     142.733,    14,Finish(2),before,   1,   0,   2,   0,   1
     142.733,    14,Finish(2), after,   2,   0,   1,   0,   1
     153.229,    17,Finish(2),before,   1,   0,   1,   0,   1
