# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:36
# parameter: seed = 1896466
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       0.755,     2,Finish(1),before,   1,   0,   0,   1,   0
       0.755,     2,Finish(1), after,   2,   0,   0,   0,   1
      12.118,     1,  Arrival,before,   1,   0,   0,   0,   1
      12.118,     1,  Arrival, after,   3,   0,   0,   1,   1
      16.019,     3,Finish(2),before,   2,   0,   0,   1,   1
      16.019,     3,Finish(2), after,   2,   0,   0,   1,   0
      16.900,     5,Finish(1),before,   1,   0,   0,   1,   0
      16.900,     5,Finish(1), after,   2,   0,   0,   0,   1
      30.348,     6,Finish(2),before,   1,   0,   0,   0,   1
      30.348,     6,Finish(2), after,   1,   0,   0,   0,   0
      69.525,     4,  Arrival,before,   0,   0,   0,   0,   0
      69.525,     4,  Arrival, after,   2,   0,   0,   1,   0
      88.100,     8,Finish(1),before,   1,   0,   0,   1,   0
      88.100,     8,Finish(1), after,   2,   0,   0,   0,   1
     100.441,     9,Finish(2),before,   1,   0,   0,   0,   1
     100.441,     9,Finish(2), after,   1,   0,   0,   0,   0
     112.856,     7,  Arrival,before,   0,   0,   0,   0,   0
     112.856,     7,  Arrival, after,   2,   0,   0,   1,   0
     124.609,    11,Finish(1),before,   1,   0,   0,   1,   0
     124.609,    11,Finish(1), after,   2,   0,   0,   0,   1
     131.079,    10,  Arrival,before,   1,   0,   0,   0,   1
     131.079,    10,  Arrival, after,   3,   0,   0,   1,   1
     144.655,    12,Finish(2),before,   2,   0,   0,   1,   1
     144.655,    12,Finish(2), after,   2,   0,   0,   1,   0
     151.325,    14,Finish(1),before,   1,   0,   0,   1,   0
     151.325,    14,Finish(1), after,   2,   0,   0,   0,   1
     160.470,    13,  Arrival,before,   1,   0,   0,   0,   1
     160.470,    13,  Arrival, after,   3,   0,   0,   1,   1
     170.084,    15,Finish(2),before,   2,   0,   0,   1,   1
     170.084,    15,Finish(2), after,   2,   0,   0,   1,   0
     175.863,    16,  Arrival,before,   1,   0,   0,   1,   0
