# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:35
# parameter: seed = 1896455
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       3.345,     2,Finish(1),before,   1,   0,   0,   1,   0
       3.345,     2,Finish(1), after,   2,   0,   0,   0,   1
      23.272,     3,Finish(2),before,   1,   0,   0,   0,   1
      23.272,     3,Finish(2), after,   1,   0,   0,   0,   0
      46.129,     1,  Arrival,before,   0,   0,   0,   0,   0
      46.129,     1,  Arrival, after,   2,   0,   0,   1,   0
      58.497,     5,Finish(1),before,   1,   0,   0,   1,   0
      58.497,     5,Finish(1), after,   2,   0,   0,   0,   1
      59.283,     4,  Arrival,before,   1,   0,   0,   0,   1
      59.283,     4,  Arrival, after,   3,   0,   0,   1,   1
      59.678,     8,Finish(1),before,   2,   0,   0,   1,   1
      59.678,     8,Finish(1), after,   2,   0,   1,   0,   1
      75.634,     6,Finish(2),before,   1,   0,   1,   0,   1
      75.634,     6,Finish(2), after,   2,   0,   0,   0,   1
      88.436,     9,Finish(2),before,   1,   0,   0,   0,   1
      88.436,     9,Finish(2), after,   1,   0,   0,   0,   0
     106.128,     7,  Arrival,before,   0,   0,   0,   0,   0
     106.128,     7,  Arrival, after,   2,   0,   0,   1,   0
     109.094,    11,Finish(1),before,   1,   0,   0,   1,   0
     109.094,    11,Finish(1), after,   2,   0,   0,   0,   1
     121.193,    12,Finish(2),before,   1,   0,   0,   0,   1
     121.193,    12,Finish(2), after,   1,   0,   0,   0,   0
     139.107,    10,  Arrival,before,   0,   0,   0,   0,   0
     139.107,    10,  Arrival, after,   2,   0,   0,   1,   0
     145.150,    14,Finish(1),before,   1,   0,   0,   1,   0
     145.150,    14,Finish(1), after,   2,   0,   0,   0,   1
     159.858,    13,  Arrival,before,   1,   0,   0,   0,   1
     159.858,    13,  Arrival, after,   3,   0,   0,   1,   1
     160.495,    15,Finish(2),before,   2,   0,   0,   1,   1
     160.495,    15,Finish(2), after,   2,   0,   0,   1,   0
     163.721,    17,Finish(1),before,   1,   0,   0,   1,   0
