# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:35
# parameter: seed = 1896450
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      18.962,     2,Finish(1),before,   1,   0,   0,   1,   0
      18.962,     2,Finish(1), after,   2,   0,   0,   0,   1
      36.909,     3,Finish(2),before,   1,   0,   0,   0,   1
      36.909,     3,Finish(2), after,   1,   0,   0,   0,   0
      48.498,     1,  Arrival,before,   0,   0,   0,   0,   0
      48.498,     1,  Arrival, after,   2,   0,   0,   1,   0
      51.987,     5,Finish(1),before,   1,   0,   0,   1,   0
      51.987,     5,Finish(1), after,   2,   0,   0,   0,   1
      68.976,     6,Finish(2),before,   1,   0,   0,   0,   1
      68.976,     6,Finish(2), after,   1,   0,   0,   0,   0
     106.992,     4,  Arrival,before,   0,   0,   0,   0,   0
     106.992,     4,  Arrival, after,   2,   0,   0,   1,   0
     132.472,     8,Finish(1),before,   1,   0,   0,   1,   0
     132.472,     8,Finish(1), after,   2,   0,   0,   0,   1
     135.939,     7,  Arrival,before,   1,   0,   0,   0,   1
     135.939,     7,  Arrival, after,   3,   0,   0,   1,   1
     137.593,    11,Finish(1),before,   2,   0,   0,   1,   1
     137.593,    11,Finish(1), after,   2,   0,   1,   0,   1
     151.810,     9,Finish(2),before,   1,   0,   1,   0,   1
     151.810,     9,Finish(2), after,   2,   0,   0,   0,   1
     172.197,    12,Finish(2),before,   1,   0,   0,   0,   1
     172.197,    12,Finish(2), after,   1,   0,   0,   0,   0
     190.804,    10,  Arrival,before,   0,   0,   0,   0,   0
     190.804,    10,  Arrival, after,   2,   0,   0,   1,   0
     197.934,    14,Finish(1),before,   1,   0,   0,   1,   0
     197.934,    14,Finish(1), after,   2,   0,   0,   0,   1
     210.191,    13,  Arrival,before,   1,   0,   0,   0,   1
     210.191,    13,  Arrival, after,   3,   0,   0,   1,   1
     212.862,    15,Finish(2),before,   2,   0,   0,   1,   1
     212.862,    15,Finish(2), after,   2,   0,   0,   1,   0
     222.388,    16,  Arrival,before,   1,   0,   0,   1,   0
