# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:40
# parameter: seed = 1896531
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       4.034,     2,Finish(1),before,   1,   0,   0,   1,   0
       4.034,     2,Finish(1), after,   2,   0,   0,   0,   1
      22.290,     3,Finish(2),before,   1,   0,   0,   0,   1
      22.290,     3,Finish(2), after,   1,   0,   0,   0,   0
      29.323,     1,  Arrival,before,   0,   0,   0,   0,   0
      29.323,     1,  Arrival, after,   2,   0,   0,   1,   0
      47.388,     5,Finish(1),before,   1,   0,   0,   1,   0
      47.388,     5,Finish(1), after,   2,   0,   0,   0,   1
      60.550,     6,Finish(2),before,   1,   0,   0,   0,   1
      60.550,     6,Finish(2), after,   1,   0,   0,   0,   0
      73.316,     4,  Arrival,before,   0,   0,   0,   0,   0
      73.316,     4,  Arrival, after,   2,   0,   0,   1,   0
      79.358,     8,Finish(1),before,   1,   0,   0,   1,   0
      79.358,     8,Finish(1), after,   2,   0,   0,   0,   1
      92.920,     9,Finish(2),before,   1,   0,   0,   0,   1
      92.920,     9,Finish(2), after,   1,   0,   0,   0,   0
     115.081,     7,  Arrival,before,   0,   0,   0,   0,   0
     115.081,     7,  Arrival, after,   2,   0,   0,   1,   0
     122.652,    11,Finish(1),before,   1,   0,   0,   1,   0
     122.652,    11,Finish(1), after,   2,   0,   0,   0,   1
     134.114,    12,Finish(2),before,   1,   0,   0,   0,   1
     134.114,    12,Finish(2), after,   1,   0,   0,   0,   0
     137.446,    10,  Arrival,before,   0,   0,   0,   0,   0
     137.446,    10,  Arrival, after,   2,   0,   0,   1,   0
     145.961,    14,Finish(1),before,   1,   0,   0,   1,   0
     145.961,    14,Finish(1), after,   2,   0,   0,   0,   1
     162.563,    15,Finish(2),before,   1,   0,   0,   0,   1
     162.563,    15,Finish(2), after,   1,   0,   0,   0,   0
     192.481,    13,  Arrival,before,   0,   0,   0,   0,   0
     192.481,    13,  Arrival, after,   2,   0,   0,   1,   0
     206.319,    17,Finish(1),before,   1,   0,   0,   1,   0
