# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:35
# parameter: seed = 1896452
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       8.767,     2,Finish(1),before,   1,   0,   0,   1,   0
       8.767,     2,Finish(1), after,   2,   0,   0,   0,   1
      25.718,     3,Finish(2),before,   1,   0,   0,   0,   1
      25.718,     3,Finish(2), after,   1,   0,   0,   0,   0
      37.951,     1,  Arrival,before,   0,   0,   0,   0,   0
      37.951,     1,  Arrival, after,   2,   0,   0,   1,   0
      41.339,     5,Finish(1),before,   1,   0,   0,   1,   0
      41.339,     5,Finish(1), after,   2,   0,   0,   0,   1
      58.131,     6,Finish(2),before,   1,   0,   0,   0,   1
      58.131,     6,Finish(2), after,   1,   0,   0,   0,   0
      78.308,     4,  Arrival,before,   0,   0,   0,   0,   0
      78.308,     4,  Arrival, after,   2,   0,   0,   1,   0
      85.346,     8,Finish(1),before,   1,   0,   0,   1,   0
      85.346,     8,Finish(1), after,   2,   0,   0,   0,   1
     104.070,     9,Finish(2),before,   1,   0,   0,   0,   1
     104.070,     9,Finish(2), after,   1,   0,   0,   0,   0
     133.053,     7,  Arrival,before,   0,   0,   0,   0,   0
     133.053,     7,  Arrival, after,   2,   0,   0,   1,   0
     136.734,    11,Finish(1),before,   1,   0,   0,   1,   0
     136.734,    11,Finish(1), after,   2,   0,   0,   0,   1
     153.338,    10,  Arrival,before,   1,   0,   0,   0,   1
     153.338,    10,  Arrival, after,   3,   0,   0,   1,   1
     154.566,    12,Finish(2),before,   2,   0,   0,   1,   1
     154.566,    12,Finish(2), after,   2,   0,   0,   1,   0
     183.387,    14,Finish(1),before,   1,   0,   0,   1,   0
     183.387,    14,Finish(1), after,   2,   0,   0,   0,   1
     191.975,    13,  Arrival,before,   1,   0,   0,   0,   1
     191.975,    13,  Arrival, after,   3,   0,   0,   1,   1
     203.947,    15,Finish(2),before,   2,   0,   0,   1,   1
     203.947,    15,Finish(2), after,   2,   0,   0,   1,   0
     209.022,    17,Finish(1),before,   1,   0,   0,   1,   0
