# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:35
# parameter: seed = 1896448
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       0.039,     2,Finish(1),before,   1,   0,   0,   1,   0
       0.039,     2,Finish(1), after,   2,   0,   0,   0,   1
      11.046,     1,  Arrival,before,   1,   0,   0,   0,   1
      11.046,     1,  Arrival, after,   3,   0,   0,   1,   1
      14.191,     5,Finish(1),before,   2,   0,   0,   1,   1
      14.191,     5,Finish(1), after,   2,   0,   1,   0,   1
      15.330,     3,Finish(2),before,   1,   0,   1,   0,   1
      15.330,     3,Finish(2), after,   2,   0,   0,   0,   1
      31.208,     6,Finish(2),before,   1,   0,   0,   0,   1
      31.208,     6,Finish(2), after,   1,   0,   0,   0,   0
      39.675,     4,  Arrival,before,   0,   0,   0,   0,   0
      39.675,     4,  Arrival, after,   2,   0,   0,   1,   0
      41.466,     8,Finish(1),before,   1,   0,   0,   1,   0
      41.466,     8,Finish(1), after,   2,   0,   0,   0,   1
      60.706,     9,Finish(2),before,   1,   0,   0,   0,   1
      60.706,     9,Finish(2), after,   1,   0,   0,   0,   0
      90.824,     7,  Arrival,before,   0,   0,   0,   0,   0
      90.824,     7,  Arrival, after,   2,   0,   0,   1,   0
      91.162,    11,Finish(1),before,   1,   0,   0,   1,   0
      91.162,    11,Finish(1), after,   2,   0,   0,   0,   1
     109.353,    12,Finish(2),before,   1,   0,   0,   0,   1
     109.353,    12,Finish(2), after,   1,   0,   0,   0,   0
     132.269,    10,  Arrival,before,   0,   0,   0,   0,   0
     132.269,    10,  Arrival, after,   2,   0,   0,   1,   0
     140.714,    14,Finish(1),before,   1,   0,   0,   1,   0
     140.714,    14,Finish(1), after,   2,   0,   0,   0,   1
     156.258,    15,Finish(2),before,   1,   0,   0,   0,   1
     156.258,    15,Finish(2), after,   1,   0,   0,   0,   0
     180.406,    13,  Arrival,before,   0,   0,   0,   0,   0
     180.406,    13,  Arrival, after,   2,   0,   0,   1,   0
     185.427,    17,Finish(1),before,   1,   0,   0,   1,   0
