# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:36
# parameter: seed = 1896469
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       3.197,     2,Finish(1),before,   1,   0,   0,   1,   0
       3.197,     2,Finish(1), after,   2,   0,   0,   0,   1
      18.839,     3,Finish(2),before,   1,   0,   0,   0,   1
      18.839,     3,Finish(2), after,   1,   0,   0,   0,   0
      20.297,     1,  Arrival,before,   0,   0,   0,   0,   0
      20.297,     1,  Arrival, after,   2,   0,   0,   1,   0
      21.212,     5,Finish(1),before,   1,   0,   0,   1,   0
      21.212,     5,Finish(1), after,   2,   0,   0,   0,   1
      36.623,     6,Finish(2),before,   1,   0,   0,   0,   1
      36.623,     6,Finish(2), after,   1,   0,   0,   0,   0
      50.500,     4,  Arrival,before,   0,   0,   0,   0,   0
      50.500,     4,  Arrival, after,   2,   0,   0,   1,   0
      56.899,     8,Finish(1),before,   1,   0,   0,   1,   0
      56.899,     8,Finish(1), after,   2,   0,   0,   0,   1
      68.691,     9,Finish(2),before,   1,   0,   0,   0,   1
      68.691,     9,Finish(2), after,   1,   0,   0,   0,   0
     108.528,     7,  Arrival,before,   0,   0,   0,   0,   0
     108.528,     7,  Arrival, after,   2,   0,   0,   1,   0
     110.031,    11,Finish(1),before,   1,   0,   0,   1,   0
     110.031,    11,Finish(1), after,   2,   0,   0,   0,   1
     122.919,    12,Finish(2),before,   1,   0,   0,   0,   1
     122.919,    12,Finish(2), after,   1,   0,   0,   0,   0
     146.880,    10,  Arrival,before,   0,   0,   0,   0,   0
     146.880,    10,  Arrival, after,   2,   0,   0,   1,   0
     171.923,    14,Finish(1),before,   1,   0,   0,   1,   0
     171.923,    14,Finish(1), after,   2,   0,   0,   0,   1
     181.148,    13,  Arrival,before,   1,   0,   0,   0,   1
     181.148,    13,  Arrival, after,   3,   0,   0,   1,   1
     190.134,    15,Finish(2),before,   2,   0,   0,   1,   1
     190.134,    15,Finish(2), after,   2,   0,   0,   1,   0
     225.993,    17,Finish(1),before,   1,   0,   0,   1,   0
