# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:34
# parameter: seed = 1896445
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       8.189,     2,Finish(1),before,   1,   0,   0,   1,   0
       8.189,     2,Finish(1), after,   2,   0,   0,   0,   1
      24.702,     3,Finish(2),before,   1,   0,   0,   0,   1
      24.702,     3,Finish(2), after,   1,   0,   0,   0,   0
      50.867,     1,  Arrival,before,   0,   0,   0,   0,   0
      50.867,     1,  Arrival, after,   2,   0,   0,   1,   0
      55.800,     5,Finish(1),before,   1,   0,   0,   1,   0
      55.800,     5,Finish(1), after,   2,   0,   0,   0,   1
      70.535,     6,Finish(2),before,   1,   0,   0,   0,   1
      70.535,     6,Finish(2), after,   1,   0,   0,   0,   0
     106.700,     4,  Arrival,before,   0,   0,   0,   0,   0
     106.700,     4,  Arrival, after,   2,   0,   0,   1,   0
     114.116,     8,Finish(1),before,   1,   0,   0,   1,   0
     114.116,     8,Finish(1), after,   2,   0,   0,   0,   1
     130.351,     9,Finish(2),before,   1,   0,   0,   0,   1
     130.351,     9,Finish(2), after,   1,   0,   0,   0,   0
     143.152,     7,  Arrival,before,   0,   0,   0,   0,   0
     143.152,     7,  Arrival, after,   2,   0,   0,   1,   0
     149.086,    11,Finish(1),before,   1,   0,   0,   1,   0
     149.086,    11,Finish(1), after,   2,   0,   0,   0,   1
     164.468,    10,  Arrival,before,   1,   0,   0,   0,   1
     164.468,    10,  Arrival, after,   3,   0,   0,   1,   1
     168.536,    12,Finish(2),before,   2,   0,   0,   1,   1
     168.536,    12,Finish(2), after,   2,   0,   0,   1,   0
     171.133,    14,Finish(1),before,   1,   0,   0,   1,   0
     171.133,    14,Finish(1), after,   2,   0,   0,   0,   1
     185.948,    15,Finish(2),before,   1,   0,   0,   0,   1
     185.948,    15,Finish(2), after,   1,   0,   0,   0,   0
     207.728,    13,  Arrival,before,   0,   0,   0,   0,   0
     207.728,    13,  Arrival, after,   2,   0,   0,   1,   0
     208.391,    17,Finish(1),before,   1,   0,   0,   1,   0
