# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:41
# parameter: seed = 1896544
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      13.199,     2,Finish(1),before,   1,   0,   0,   1,   0
      13.199,     2,Finish(1), after,   2,   0,   0,   0,   1
      30.128,     3,Finish(2),before,   1,   0,   0,   0,   1
      30.128,     3,Finish(2), after,   1,   0,   0,   0,   0
      32.764,     1,  Arrival,before,   0,   0,   0,   0,   0
      32.764,     1,  Arrival, after,   2,   0,   0,   1,   0
      40.597,     5,Finish(1),before,   1,   0,   0,   1,   0
      40.597,     5,Finish(1), after,   2,   0,   0,   0,   1
      54.875,     4,  Arrival,before,   1,   0,   0,   0,   1
      54.875,     4,  Arrival, after,   3,   0,   0,   1,   1
      56.421,     8,Finish(1),before,   2,   0,   0,   1,   1
      56.421,     8,Finish(1), after,   2,   0,   1,   0,   1
      59.106,     6,Finish(2),before,   1,   0,   1,   0,   1
      59.106,     6,Finish(2), after,   2,   0,   0,   0,   1
      78.016,     9,Finish(2),before,   1,   0,   0,   0,   1
      78.016,     9,Finish(2), after,   1,   0,   0,   0,   0
      96.326,     7,  Arrival,before,   0,   0,   0,   0,   0
      96.326,     7,  Arrival, after,   2,   0,   0,   1,   0
     109.920,    10,  Arrival,before,   1,   0,   0,   1,   0
     109.920,    10,  Arrival, after,   2,   1,   0,   1,   0
     117.496,    11,Finish(1),before,   1,   1,   0,   1,   0
     117.496,    11,Finish(1), after,   3,   0,   0,   1,   1
     133.238,    13,Finish(1),before,   2,   0,   0,   1,   1
     133.238,    13,Finish(1), after,   2,   0,   1,   0,   1
     133.611,    14,Finish(2),before,   1,   0,   1,   0,   1
     133.611,    14,Finish(2), after,   2,   0,   0,   0,   1
     147.478,    12,  Arrival,before,   1,   0,   0,   0,   1
     147.478,    12,  Arrival, after,   3,   0,   0,   1,   1
     151.250,    15,Finish(2),before,   2,   0,   0,   1,   1
     151.250,    15,Finish(2), after,   2,   0,   0,   1,   0
     166.448,    16,  Arrival,before,   1,   0,   0,   1,   0
