# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:43
# parameter: seed = 1896574
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       1.699,     2,Finish(1),before,   1,   0,   0,   1,   0
       1.699,     2,Finish(1), after,   2,   0,   0,   0,   1
      18.551,     1,  Arrival,before,   1,   0,   0,   0,   1
      18.551,     1,  Arrival, after,   3,   0,   0,   1,   1
      20.749,     3,Finish(2),before,   2,   0,   0,   1,   1
      20.749,     3,Finish(2), after,   2,   0,   0,   1,   0
      41.318,     5,Finish(1),before,   1,   0,   0,   1,   0
      41.318,     5,Finish(1), after,   2,   0,   0,   0,   1
      56.625,     4,  Arrival,before,   1,   0,   0,   0,   1
      56.625,     4,  Arrival, after,   3,   0,   0,   1,   1
      57.406,     6,Finish(2),before,   2,   0,   0,   1,   1
      57.406,     6,Finish(2), after,   2,   0,   0,   1,   0
      61.785,     8,Finish(1),before,   1,   0,   0,   1,   0
      61.785,     8,Finish(1), after,   2,   0,   0,   0,   1
      74.093,     9,Finish(2),before,   1,   0,   0,   0,   1
      74.093,     9,Finish(2), after,   1,   0,   0,   0,   0
     101.045,     7,  Arrival,before,   0,   0,   0,   0,   0
     101.045,     7,  Arrival, after,   2,   0,   0,   1,   0
     101.542,    11,Finish(1),before,   1,   0,   0,   1,   0
     101.542,    11,Finish(1), after,   2,   0,   0,   0,   1
     120.508,    12,Finish(2),before,   1,   0,   0,   0,   1
     120.508,    12,Finish(2), after,   1,   0,   0,   0,   0
     123.936,    10,  Arrival,before,   0,   0,   0,   0,   0
     123.936,    10,  Arrival, after,   2,   0,   0,   1,   0
     136.857,    13,  Arrival,before,   1,   0,   0,   1,   0
     136.857,    13,  Arrival, after,   2,   1,   0,   1,   0
     150.135,    14,Finish(1),before,   1,   1,   0,   1,   0
     150.135,    14,Finish(1), after,   3,   0,   0,   1,   1
     165.157,    16,Finish(1),before,   2,   0,   0,   1,   1
     165.157,    16,Finish(1), after,   2,   0,   1,   0,   1
     166.316,    17,Finish(2),before,   1,   0,   1,   0,   1
