# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:42
# parameter: seed = 1896565
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       7.892,     2,Finish(1),before,   1,   0,   0,   1,   0
       7.892,     2,Finish(1), after,   2,   0,   0,   0,   1
      22.826,     3,Finish(2),before,   1,   0,   0,   0,   1
      22.826,     3,Finish(2), after,   1,   0,   0,   0,   0
      42.015,     1,  Arrival,before,   0,   0,   0,   0,   0
      42.015,     1,  Arrival, after,   2,   0,   0,   1,   0
      48.475,     5,Finish(1),before,   1,   0,   0,   1,   0
      48.475,     5,Finish(1), after,   2,   0,   0,   0,   1
      64.836,     6,Finish(2),before,   1,   0,   0,   0,   1
      64.836,     6,Finish(2), after,   1,   0,   0,   0,   0
      65.700,     4,  Arrival,before,   0,   0,   0,   0,   0
      65.700,     4,  Arrival, after,   2,   0,   0,   1,   0
      70.411,     8,Finish(1),before,   1,   0,   0,   1,   0
      70.411,     8,Finish(1), after,   2,   0,   0,   0,   1
      86.110,     9,Finish(2),before,   1,   0,   0,   0,   1
      86.110,     9,Finish(2), after,   1,   0,   0,   0,   0
     114.029,     7,  Arrival,before,   0,   0,   0,   0,   0
     114.029,     7,  Arrival, after,   2,   0,   0,   1,   0
     116.995,    11,Finish(1),before,   1,   0,   0,   1,   0
     116.995,    11,Finish(1), after,   2,   0,   0,   0,   1
     131.252,    12,Finish(2),before,   1,   0,   0,   0,   1
     131.252,    12,Finish(2), after,   1,   0,   0,   0,   0
     172.531,    10,  Arrival,before,   0,   0,   0,   0,   0
     172.531,    10,  Arrival, after,   2,   0,   0,   1,   0
     176.887,    14,Finish(1),before,   1,   0,   0,   1,   0
     176.887,    14,Finish(1), after,   2,   0,   0,   0,   1
     188.368,    15,Finish(2),before,   1,   0,   0,   0,   1
     188.368,    15,Finish(2), after,   1,   0,   0,   0,   0
     218.825,    13,  Arrival,before,   0,   0,   0,   0,   0
     218.825,    13,  Arrival, after,   2,   0,   0,   1,   0
     220.366,    17,Finish(1),before,   1,   0,   0,   1,   0
