# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:41
# parameter: seed = 1896550
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       2.835,     2,Finish(1),before,   1,   0,   0,   1,   0
       2.835,     2,Finish(1), after,   2,   0,   0,   0,   1
      15.375,     3,Finish(2),before,   1,   0,   0,   0,   1
      15.375,     3,Finish(2), after,   1,   0,   0,   0,   0
      49.121,     1,  Arrival,before,   0,   0,   0,   0,   0
      49.121,     1,  Arrival, after,   2,   0,   0,   1,   0
      61.220,     5,Finish(1),before,   1,   0,   0,   1,   0
      61.220,     5,Finish(1), after,   2,   0,   0,   0,   1
      64.825,     4,  Arrival,before,   1,   0,   0,   0,   1
      64.825,     4,  Arrival, after,   3,   0,   0,   1,   1
      69.831,     8,Finish(1),before,   2,   0,   0,   1,   1
      69.831,     8,Finish(1), after,   2,   0,   1,   0,   1
      79.406,     6,Finish(2),before,   1,   0,   1,   0,   1
      79.406,     6,Finish(2), after,   2,   0,   0,   0,   1
      87.670,     7,  Arrival,before,   1,   0,   0,   0,   1
      87.670,     7,  Arrival, after,   3,   0,   0,   1,   1
      96.907,    11,Finish(1),before,   2,   0,   0,   1,   1
      96.907,    11,Finish(1), after,   2,   0,   1,   0,   1
      98.535,     9,Finish(2),before,   1,   0,   1,   0,   1
      98.535,     9,Finish(2), after,   2,   0,   0,   0,   1
     111.285,    12,Finish(2),before,   1,   0,   0,   0,   1
     111.285,    12,Finish(2), after,   1,   0,   0,   0,   0
     141.523,    10,  Arrival,before,   0,   0,   0,   0,   0
     141.523,    10,  Arrival, after,   2,   0,   0,   1,   0
     146.057,    14,Finish(1),before,   1,   0,   0,   1,   0
     146.057,    14,Finish(1), after,   2,   0,   0,   0,   1
     160.919,    15,Finish(2),before,   1,   0,   0,   0,   1
     160.919,    15,Finish(2), after,   1,   0,   0,   0,   0
     163.438,    13,  Arrival,before,   0,   0,   0,   0,   0
     163.438,    13,  Arrival, after,   2,   0,   0,   1,   0
     191.938,    17,Finish(1),before,   1,   0,   0,   1,   0
