# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:42
# parameter: seed = 1896563
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      17.134,     2,Finish(1),before,   1,   0,   0,   1,   0
      17.134,     2,Finish(1), after,   2,   0,   0,   0,   1
      31.790,     3,Finish(2),before,   1,   0,   0,   0,   1
      31.790,     3,Finish(2), after,   1,   0,   0,   0,   0
      52.562,     1,  Arrival,before,   0,   0,   0,   0,   0
      52.562,     1,  Arrival, after,   2,   0,   0,   1,   0
      57.443,     5,Finish(1),before,   1,   0,   0,   1,   0
      57.443,     5,Finish(1), after,   2,   0,   0,   0,   1
      66.743,     6,Finish(2),before,   1,   0,   0,   0,   1
      66.743,     6,Finish(2), after,   1,   0,   0,   0,   0
      94.383,     4,  Arrival,before,   0,   0,   0,   0,   0
      94.383,     4,  Arrival, after,   2,   0,   0,   1,   0
     116.915,     7,  Arrival,before,   1,   0,   0,   1,   0
     116.915,     7,  Arrival, after,   2,   1,   0,   1,   0
     120.158,     8,Finish(1),before,   1,   1,   0,   1,   0
     120.158,     8,Finish(1), after,   3,   0,   0,   1,   1
     133.714,    11,Finish(2),before,   2,   0,   0,   1,   1
     133.714,    11,Finish(2), after,   2,   0,   0,   1,   0
     145.185,    10,Finish(1),before,   1,   0,   0,   1,   0
     145.185,    10,Finish(1), after,   2,   0,   0,   0,   1
     157.243,    12,Finish(2),before,   1,   0,   0,   0,   1
     157.243,    12,Finish(2), after,   1,   0,   0,   0,   0
     165.584,     9,  Arrival,before,   0,   0,   0,   0,   0
     165.584,     9,  Arrival, after,   2,   0,   0,   1,   0
     178.849,    14,Finish(1),before,   1,   0,   0,   1,   0
     178.849,    14,Finish(1), after,   2,   0,   0,   0,   1
     192.628,    13,  Arrival,before,   1,   0,   0,   0,   1
     192.628,    13,  Arrival, after,   3,   0,   0,   1,   1
     195.747,    15,Finish(2),before,   2,   0,   0,   1,   1
     195.747,    15,Finish(2), after,   2,   0,   0,   1,   0
     196.199,    17,Finish(1),before,   1,   0,   0,   1,   0
