# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:39
# parameter: seed = 1896515
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       0.840,     2,Finish(1),before,   1,   0,   0,   1,   0
       0.840,     2,Finish(1), after,   2,   0,   0,   0,   1
      17.703,     1,  Arrival,before,   1,   0,   0,   0,   1
      17.703,     1,  Arrival, after,   3,   0,   0,   1,   1
      20.958,     3,Finish(2),before,   2,   0,   0,   1,   1
      20.958,     3,Finish(2), after,   2,   0,   0,   1,   0
      28.075,     5,Finish(1),before,   1,   0,   0,   1,   0
      28.075,     5,Finish(1), after,   2,   0,   0,   0,   1
      42.172,     6,Finish(2),before,   1,   0,   0,   0,   1
      42.172,     6,Finish(2), after,   1,   0,   0,   0,   0
      62.783,     4,  Arrival,before,   0,   0,   0,   0,   0
      62.783,     4,  Arrival, after,   2,   0,   0,   1,   0
      72.386,     8,Finish(1),before,   1,   0,   0,   1,   0
      72.386,     8,Finish(1), after,   2,   0,   0,   0,   1
      87.259,     9,Finish(2),before,   1,   0,   0,   0,   1
      87.259,     9,Finish(2), after,   1,   0,   0,   0,   0
      90.164,     7,  Arrival,before,   0,   0,   0,   0,   0
      90.164,     7,  Arrival, after,   2,   0,   0,   1,   0
      98.531,    11,Finish(1),before,   1,   0,   0,   1,   0
      98.531,    11,Finish(1), after,   2,   0,   0,   0,   1
     101.171,    10,  Arrival,before,   1,   0,   0,   0,   1
     101.171,    10,  Arrival, after,   3,   0,   0,   1,   1
     103.177,    14,Finish(1),before,   2,   0,   0,   1,   1
     103.177,    14,Finish(1), after,   2,   0,   1,   0,   1
     119.363,    12,Finish(2),before,   1,   0,   1,   0,   1
     119.363,    12,Finish(2), after,   2,   0,   0,   0,   1
     133.559,    15,Finish(2),before,   1,   0,   0,   0,   1
     133.559,    15,Finish(2), after,   1,   0,   0,   0,   0
     146.201,    13,  Arrival,before,   0,   0,   0,   0,   0
     146.201,    13,  Arrival, after,   2,   0,   0,   1,   0
     148.495,    17,Finish(1),before,   1,   0,   0,   1,   0
