# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:41
# parameter: seed = 1896548
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       0.159,     2,Finish(1),before,   1,   0,   0,   1,   0
       0.159,     2,Finish(1), after,   2,   0,   0,   0,   1
      11.669,     1,  Arrival,before,   1,   0,   0,   0,   1
      11.669,     1,  Arrival, after,   3,   0,   0,   1,   1
      17.789,     3,Finish(2),before,   2,   0,   0,   1,   1
      17.789,     3,Finish(2), after,   2,   0,   0,   1,   0
      22.888,     5,Finish(1),before,   1,   0,   0,   1,   0
      22.888,     5,Finish(1), after,   2,   0,   0,   0,   1
      42.756,     6,Finish(2),before,   1,   0,   0,   0,   1
      42.756,     6,Finish(2), after,   1,   0,   0,   0,   0
      45.508,     4,  Arrival,before,   0,   0,   0,   0,   0
      45.508,     4,  Arrival, after,   2,   0,   0,   1,   0
      51.772,     8,Finish(1),before,   1,   0,   0,   1,   0
      51.772,     8,Finish(1), after,   2,   0,   0,   0,   1
      70.258,     9,Finish(2),before,   1,   0,   0,   0,   1
      70.258,     9,Finish(2), after,   1,   0,   0,   0,   0
      90.555,     7,  Arrival,before,   0,   0,   0,   0,   0
      90.555,     7,  Arrival, after,   2,   0,   0,   1,   0
      95.308,    11,Finish(1),before,   1,   0,   0,   1,   0
      95.308,    11,Finish(1), after,   2,   0,   0,   0,   1
     111.085,    12,Finish(2),before,   1,   0,   0,   0,   1
     111.085,    12,Finish(2), after,   1,   0,   0,   0,   0
     130.989,    10,  Arrival,before,   0,   0,   0,   0,   0
     130.989,    10,  Arrival, after,   2,   0,   0,   1,   0
     137.731,    14,Finish(1),before,   1,   0,   0,   1,   0
     137.731,    14,Finish(1), after,   2,   0,   0,   0,   1
     155.445,    15,Finish(2),before,   1,   0,   0,   0,   1
     155.445,    15,Finish(2), after,   1,   0,   0,   0,   0
     181.653,    13,  Arrival,before,   0,   0,   0,   0,   0
     181.653,    13,  Arrival, after,   2,   0,   0,   1,   0
     188.778,    17,Finish(1),before,   1,   0,   0,   1,   0
