# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:38
# parameter: seed = 1896504
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      12.400,     2,Finish(1),before,   1,   0,   0,   1,   0
      12.400,     2,Finish(1), after,   2,   0,   0,   0,   1
      27.993,     3,Finish(2),before,   1,   0,   0,   0,   1
      27.993,     3,Finish(2), after,   1,   0,   0,   0,   0
      51.715,     1,  Arrival,before,   0,   0,   0,   0,   0
      51.715,     1,  Arrival, after,   2,   0,   0,   1,   0
      53.487,     5,Finish(1),before,   1,   0,   0,   1,   0
      53.487,     5,Finish(1), after,   2,   0,   0,   0,   1
      78.010,     6,Finish(2),before,   1,   0,   0,   0,   1
      78.010,     6,Finish(2), after,   1,   0,   0,   0,   0
     100.542,     4,  Arrival,before,   0,   0,   0,   0,   0
     100.542,     4,  Arrival, after,   2,   0,   0,   1,   0
     102.385,     8,Finish(1),before,   1,   0,   0,   1,   0
     102.385,     8,Finish(1), after,   2,   0,   0,   0,   1
     119.996,     9,Finish(2),before,   1,   0,   0,   0,   1
     119.996,     9,Finish(2), after,   1,   0,   0,   0,   0
     154.033,     7,  Arrival,before,   0,   0,   0,   0,   0
     154.033,     7,  Arrival, after,   2,   0,   0,   1,   0
     187.232,    10,  Arrival,before,   1,   0,   0,   1,   0
     187.232,    10,  Arrival, after,   2,   1,   0,   1,   0
     223.527,    11,Finish(1),before,   1,   1,   0,   1,   0
     223.527,    11,Finish(1), after,   3,   0,   0,   1,   1
     227.573,    13,Finish(1),before,   2,   0,   0,   1,   1
     227.573,    13,Finish(1), after,   2,   0,   1,   0,   1
     230.822,    12,  Arrival,before,   1,   0,   1,   0,   1
     230.822,    12,  Arrival, after,   3,   0,   1,   1,   1
     239.537,    14,Finish(2),before,   2,   0,   1,   1,   1
     239.537,    14,Finish(2), after,   3,   0,   0,   1,   1
     240.123,    16,Finish(1),before,   2,   0,   0,   1,   1
     240.123,    16,Finish(1), after,   2,   0,   1,   0,   1
     259.376,    17,Finish(2),before,   1,   0,   1,   0,   1
