# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:45
# parameter: seed = 1896608
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       5.301,     2,Finish(1),before,   1,   0,   0,   1,   0
       5.301,     2,Finish(1), after,   2,   0,   0,   0,   1
      19.547,     3,Finish(2),before,   1,   0,   0,   0,   1
      19.547,     3,Finish(2), after,   1,   0,   0,   0,   0
      31.242,     1,  Arrival,before,   0,   0,   0,   0,   0
      31.242,     1,  Arrival, after,   2,   0,   0,   1,   0
      41.360,     5,Finish(1),before,   1,   0,   0,   1,   0
      41.360,     5,Finish(1), after,   2,   0,   0,   0,   1
      49.008,     4,  Arrival,before,   1,   0,   0,   0,   1
      49.008,     4,  Arrival, after,   3,   0,   0,   1,   1
      51.579,     8,Finish(1),before,   2,   0,   0,   1,   1
      51.579,     8,Finish(1), after,   2,   0,   1,   0,   1
      53.998,     6,Finish(2),before,   1,   0,   1,   0,   1
      53.998,     6,Finish(2), after,   2,   0,   0,   0,   1
      75.863,     9,Finish(2),before,   1,   0,   0,   0,   1
      75.863,     9,Finish(2), after,   1,   0,   0,   0,   0
      99.994,     7,  Arrival,before,   0,   0,   0,   0,   0
      99.994,     7,  Arrival, after,   2,   0,   0,   1,   0
     108.096,    11,Finish(1),before,   1,   0,   0,   1,   0
     108.096,    11,Finish(1), after,   2,   0,   0,   0,   1
     111.020,    10,  Arrival,before,   1,   0,   0,   0,   1
     111.020,    10,  Arrival, after,   3,   0,   0,   1,   1
     125.095,    12,Finish(2),before,   2,   0,   0,   1,   1
     125.095,    12,Finish(2), after,   2,   0,   0,   1,   0
     129.680,    14,Finish(1),before,   1,   0,   0,   1,   0
     129.680,    14,Finish(1), after,   2,   0,   0,   0,   1
     149.844,    15,Finish(2),before,   1,   0,   0,   0,   1
     149.844,    15,Finish(2), after,   1,   0,   0,   0,   0
     163.201,    13,  Arrival,before,   0,   0,   0,   0,   0
     163.201,    13,  Arrival, after,   2,   0,   0,   1,   0
     184.345,    17,Finish(1),before,   1,   0,   0,   1,   0
