# file created by code in harbour_fns_1896438.jl
# file created on 2026-03-09 at 15:39:37
# parameter: seed = 1896488
# parameter: T = 30000.0
# parameter: lower_interarrival = 11.0
# parameter: upper_interarrival = 59.0
# parameter: mean_process_times = [11.0, 16.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = hours
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       6.191,     2,Finish(1),before,   1,   0,   0,   1,   0
       6.191,     2,Finish(1), after,   2,   0,   0,   0,   1
      23.602,     3,Finish(2),before,   1,   0,   0,   0,   1
      23.602,     3,Finish(2), after,   1,   0,   0,   0,   0
      40.095,     1,  Arrival,before,   0,   0,   0,   0,   0
      40.095,     1,  Arrival, after,   2,   0,   0,   1,   0
      52.351,     5,Finish(1),before,   1,   0,   0,   1,   0
      52.351,     5,Finish(1), after,   2,   0,   0,   0,   1
      64.190,     6,Finish(2),before,   1,   0,   0,   0,   1
      64.190,     6,Finish(2), after,   1,   0,   0,   0,   0
      90.008,     4,  Arrival,before,   0,   0,   0,   0,   0
      90.008,     4,  Arrival, after,   2,   0,   0,   1,   0
      96.742,     8,Finish(1),before,   1,   0,   0,   1,   0
      96.742,     8,Finish(1), after,   2,   0,   0,   0,   1
     117.864,     9,Finish(2),before,   1,   0,   0,   0,   1
     117.864,     9,Finish(2), after,   1,   0,   0,   0,   0
     129.117,     7,  Arrival,before,   0,   0,   0,   0,   0
     129.117,     7,  Arrival, after,   2,   0,   0,   1,   0
     150.957,    10,  Arrival,before,   1,   0,   0,   1,   0
     150.957,    10,  Arrival, after,   2,   1,   0,   1,   0
     167.428,    11,Finish(1),before,   1,   1,   0,   1,   0
     167.428,    11,Finish(1), after,   3,   0,   0,   1,   1
     178.599,    14,Finish(2),before,   2,   0,   0,   1,   1
     178.599,    14,Finish(2), after,   2,   0,   0,   1,   0
     188.196,    13,Finish(1),before,   1,   0,   0,   1,   0
     188.196,    13,Finish(1), after,   2,   0,   0,   0,   1
     196.960,    12,  Arrival,before,   1,   0,   0,   0,   1
     196.960,    12,  Arrival, after,   3,   0,   0,   1,   1
     205.241,    15,Finish(2),before,   2,   0,   0,   1,   1
     205.241,    15,Finish(2), after,   2,   0,   0,   1,   0
     207.812,    17,Finish(1),before,   1,   0,   0,   1,   0
